date,delay,distance,origin,destination
01201226,12,663,JAX,BWI
01201228,39,663,BWI,JAX
01201230,-21,829,TPA,CMH
01201230,-5,714,ELP,LAX
01201231,25,223,BUR,LAS
01201233,12,580,ABQ,DAL
01201235,-7,370,LAX,PHX
01201235,0,570,HOU,BHM
01201240,-9,935,PHX,TUL
01201240,0,484,JAX,BNA
01201240,5,395,BNA,MDW
01201245,-3,223,MCI,TUL
01201245,38,1137,PVD,TPA
01201245,7,1072,MCI,MCO
01201250,7,344,BOI,PDX
01201258,38,478,MCO,BHM
01201300,-6,189,DAL,AUS
01201300,-9,239,DAL,HOU
01201301,14,1034,TPA,ISP
01201305,-11,651,SFO,PHX
01201309,73,1333,MCI,SAN
01201310,-10,256,PHX,LAS
01201315,-2,237,DAL,TUL
01201315,-9,453,TUL,HOU
01201315,8,370,LAX,PHX
01201320,-1,405,MCI,MDW
01201320,0,180,RNO,OAK
01201320,8,180,TPA,JAX
01201325,-6,671,SEA,OAK
01201325,5,689,SLC,SEA
01201330,-15,281,BWI,BUF
01201330,-5,224,SEA,GEG
01201330,5,417,SJC,SAN
01201333,9,1136,PHX,LIT
01201335,13,487,LAS,ABQ
01201340,-15,258,LAS,SAN
01201340,25,237,MCI,STL
01201340,5,460,TPA,BHM
01201345,-5,197,ONT,LAS
01201345,0,373,SMF,LAX
01201345,55,869,TPA,STL
01201349,19,239,DAL,HOU
01201350,3,451,LAX,TUS
01201355,-1,496,SAT,ELP
01201355,-8,251,STL,MDW
01201358,22,370,PHX,LAX
01201400,-2,337,LAX,OAK
01201400,-6,239,DAL,HOU
01201400,11,1333,SAN,MCI
01201405,-2,192,HOU,SAT
01201405,3,872,AUS,PHX
01201410,-10,677,LAX,ABQ
01201410,5,251,MDW,STL
01201410,5,277,AMA,ABQ
01201415,-3,480,SMF,SAN
01201415,-9,1448,BNA,PHX
01201415,8,371,SNA,OAK
01201420,-15,440,DTW,STL
01201420,0,570,BHM,MDW
01201425,-1,358,SMF,BUR
01201429,37,377,MHT,BWI
01201430,-24,687,STL,HOU
01201432,14,407,LAS,OAK
01201435,-7,588,BNA,BWI
01201438,24,621,PHX,SJC
01201439,27,254,SDF,STL
01201440,-8,584,ELP,LAS
01201440,2,479,PDX,SMF
01201445,4,308,SJC,LAX
01201445,5,369,PHX,BUR
01201450,4,628,ABQ,SAN
01201455,-2,399,SEA,BOI
01201455,-6,325,ONT,PHX
01201455,0,446,SAN,OAK
01201455,64,303,HOU,MSY
01201500,-10,570,MDW,BHM
01201500,40,670,HOU,BNA
01201504,27,370,PHX,LAX
01201505,-3,319,MAF,DAL
01201505,5,1034,ISP,TPA
01201510,0,446,OAK,SAN
01201512,20,1050,MCO,BDL
01201515,-5,515,IND,BWI
01201515,18,487,STL,CLE
01201518,2,1044,PHX,MCI
01201519,-3,1797,LAX,BNA
01201520,-5,487,ABQ,LAS
01201520,25,580,DAL,ABQ
01201521,35,325,BUR,OAK
01201523,14,677,HOU,ELP
01201525,2,369,BUR,PHX
01201530,-13,1363,LAX,MCI
01201530,0,687,HOU,STL
01201530,30,688,JAX,IND
01201535,-30,687,STL,HOU
01201536,32,888,BWI,JAN
01201540,-2,321,TUS,ABQ
01201540,0,181,DAL,OKC
01201543,-15,1050,MCO,BDL
01201545,-23,1099,OMA,LAS
01201545,10,197,TPA,FLL
01201545,13,1670,ABQ,BWI
01201550,-4,448,BNA,CLE
01201550,0,371,OAK,SNA
01201557,145,550,MCO,MSY
01201600,-15,1618,BHM,LAS
01201600,0,358,BUR,SMF
01201600,25,534,MCO,RDU
01201605,-4,564,SEA,RNO
01201605,-5,588,BWI,BNA
01201610,-15,1363,MCI,LAX
01201610,10,451,LAX,TUS
01201615,-14,687,STL,HOU
01201615,-2,480,SMF,SAN
01201616,-4,397,LAS,SMF
01201619,3,258,LAS,SAN
01201620,0,304,PHX,SAN
01201620,1,1020,HOU,PHX
01201625,-6,1072,MCO,MCI
01201625,10,361,OAK,ONT
01201628,8,303,HOU,MSY
01201630,-2,370,LAX,PHX
01201630,8,239,HOU,DAL
01201635,-2,296,LIT,STL
01201635,-8,328,PHX,ABQ
01201635,33,303,MSY,HOU
01201640,-5,448,CLE,BNA
01201642,34,616,MCO,BNA
01201645,-8,365,LAS,TUS
01201645,75,1984,TPA,LAS
01201648,32,446,OAK,SAN
01201650,57,318,FLL,JAX
01201655,0,321,BHM,MSY
01201655,10,838,TPA,IND
01201700,-3,511,BOI,OAK
01201700,-4,480,SMF,SAN
01201700,-7,223,BUR,LAS
01201700,-8,251,STL,MDW
01201700,3,337,OAK,LAX
01201705,-5,192,HOU,SAT
01201705,0,718,ABQ,MCI
01201705,10,258,SAN,LAS
01201710,-12,365,BHM,JAX
01201710,-5,651,PHX,SFO
01201712,-6,239,DAL,HOU
01201713,0,248,SAT,DAL
01201715,-5,373,LAX,SMF
01201720,-10,718,MCO,SDF
01201725,-25,934,STL,ABQ
01201725,-3,1262,PHX,STL
01201725,4,291,BOI,SLC
01201730,-2,239,HOU,DAL
01201730,20,162,IND,MDW
01201735,-11,520,LAS,BOI
01201737,14,229,IND,STL
01201740,-3,487,MSY,TPA
01201740,7,303,HOU,MSY
01201743,13,255,RDU,BWI
01201745,-5,180,RNO,OAK
01201745,-6,714,LAX,ELP
01201750,-2,358,SMF,BUR
01201750,0,177,BHM,BNA
01201755,-11,236,LAX,LAS
01201759,11,417,SJC,SAN
01201800,-16,1076,LAS,TUL
01201800,-6,337,OAK,LAX
01201800,8,673,MSY,FLL
01201805,-7,718,ABQ,MCI
01201807,-3,239,DAL,HOU
01201808,20,288,BWI,ALB
01201810,-5,687,HOU,STL
01201812,7,294,AUS,MAF
01201818,14,337,LAX,OAK
01201820,-1,632,MDW,RDU
01201821,9,370,PHX,LAX
01201825,-5,1591,LAS,IND
01201830,-10,254,STL,SDF
01201830,-2,328,PHX,ABQ
01201830,-8,237,DAL,TUL
01201830,0,670,HOU,BNA
01201834,13,248,DAL,SAT
01201835,-11,689,SEA,SLC
01201835,14,1073,PVD,MCO
01201837,4,1069,LAS,SAT
01201840,-3,236,LAX,LAS
01201840,-8,328,ABQ,PHX
01201845,-20,1481,MCI,PDX
01201850,-18,852,BNA,BDL
01201852,4,1751,BNA,SAN
01201855,-3,321,BHM,MSY
01201900,-10,337,OAK,LAX
01201900,-5,239,HOU,DAL
01201905,-10,251,STL,MDW
01201905,-4,611,BWI,MDW
01201905,18,345,LAS,RNO
01201908,-1,239,DAL,HOU
01201915,0,1236,MCI,MHT
01201915,0,803,ISP,BNA
01201920,-5,281,BWI,BUF
01201923,71,236,LAS,LAX
01201925,-5,180,OAK,RNO
01201925,-8,308,LAX,SJC
01201930,-10,405,MDW,MCI
01201930,-5,395,BNA,MDW
01201935,-3,365,TUS,LAS
01201935,-4,361,OAK,ONT
01201940,-15,651,PHX,SFO
01201942,-13,495,BWI,SDF
01201950,-11,546,SLC,GEG
01201950,-35,1363,MCI,LAX
01201950,4,437,MSY,DAL
01201955,-5,108,ISP,PVD
01202000,3,337,OAK,LAX
01202005,-13,621,PHX,SJC
01202015,-7,325,BUR,OAK
01202018,12,345,LAS,RNO
01202025,-11,307,CLE,MDW
01202025,0,677,HOU,ELP
01202030,-4,397,SMF,LAS
01202034,3,718,SDF,MCO
01202040,0,395,BNA,MDW
01202045,-5,365,TUS,LAS
01202047,10,838,IND,TPA
01202055,-2,246,ELP,MAF
01202100,-2,337,OAK,LAX
01202101,14,550,MCO,MSY
01202110,-3,651,SFO,PHX
01202112,23,842,TPA,BWI
01202125,0,487,TPA,MSY
01202130,63,663,BWI,JAX
01202158,40,328,BWI,PVD
01202230,-5,370,PHX,LAX
01210620,0,303,HOU,MSY
01210625,-7,258,SAN,LAS
01210630,-5,495,SDF,BWI
01210630,3,177,BHM,BNA
01210645,-1,178,MCO,FLL
01210645,-12,284,MDW,CMH
01210650,5,550,MCO,MSY
01210655,-6,967,MCI,BWI
01210700,-3,236,LAS,LAX
01210700,-4,359,HOU,JAN
01210700,-7,256,PHX,LAS
01210700,-9,928,TPA,AUS
01210705,-4,361,ONT,OAK
01210705,-5,142,PBI,MCO
01210710,-19,2106,BWI,LAS
01210710,-5,318,FLL,JAX
01210715,0,318,JAX,FLL
01210715,3,386,SJC,LAS
01210725,-10,1489,OAK,MCI
01210725,-8,866,LAS,SEA
01210730,-15,337,LAX,OAK
01210730,-17,673,FLL,MSY
01210730,3,443,BNA,RDU
01210735,-16,1020,PHX,HOU
01210740,-5,347,ELP,PHX
01210740,0,437,MSY,DAL
01210745,-8,368,SLC,LAS
01210750,-5,369,BUR,PHX
01210755,-6,1999,BWI,PHX
01210755,-7,367,TUS,SAN
01210800,-1,612,BNA,TPA
01210800,-11,998,MSY,BWI
01210800,-18,1797,BNA,LAX
01210800,-4,281,BWI,BUF
01210800,-8,787,MCO,BWI
01210804,8,1448,PHX,BNA
01210805,-5,321,MSY,BHM
01210805,-8,484,JAX,BNA
01210810,-10,368,LAS,SLC
01210810,-6,197,ONT,LAS
01210815,-21,937,HOU,MDW
01210815,-5,1751,SAN,BNA
01210815,37,1407,BWI,SAT
01210820,-19,621,PHX,SJC
01210820,0,550,MCO,MSY
01210820,20,588,BWI,BNA
01210825,-3,162,MDW,IND
01210825,20,335,BOI,RNO
01210830,-5,239,HOU,DAL
01210830,-9,236,LAS,LAX
01210835,-22,1444,MDW,PHX
01210840,-10,303,HOU,MSY
01210840,1,1069,SAT,LAS
01210840,5,224,GEG,SEA
01210845,-5,296,STL,LIT
01210845,-8,737,STL,BWI
01210852,15,377,BWI,MHT
01210855,-13,233,SAT,HRL
01210855,-5,303,MSY,HOU
01210855,5,838,MDW,MHT
01210900,-7,544,MDW,LIT
01210900,-9,255,BWI,RDU
01210905,-7,254,STL,SDF
01210905,3,370,LAX,PHX
01210910,-19,1671,MSY,LAX
01210910,-9,276,HRL,HOU
01210910,5,390,RNO,LAX
01210915,-15,1242,AUS,LAX
01210920,-15,543,OAK,PDX
01210920,-7,666,JAN,MDW
01210925,-4,682,BHM,BWI
01210925,16,281,BWI,BUF
01210930,-12,281,BUF,BWI
01210930,-17,935,TUL,PHX
01210930,-5,670,HOU,BNA
01210930,0,405,MCI,MDW
01210935,-4,319,DAL,MAF
01210935,-5,437,DAL,MSY
01210935,7,647,SMF,PHX
01210940,-5,479,SMF,PDX
01210940,8,632,RDU,MDW
01210945,-5,324,DAL,AMA
01210947,14,1977,BNA,SEA
01210950,-8,1618,LAS,BHM
01210950,10,723,GEG,OAK
01210950,5,787,MCO,BWI
01210957,20,471,BNA,MSY
01211000,-15,507,SLC,PHX
01211000,0,229,MDW,DTW
01211000,3,223,BUR,LAS
01211005,-16,677,ABQ,LAX
01211005,-6,181,OKC,DAL
01211010,-15,236,LAS,LAX
01211010,-16,1107,PHX,SEA
01211010,0,237,MCI,STL
01211010,4,569,PDX,SJC
01211015,-26,1037,OMA,PHX
01211015,5,611,BWI,MDW
01211020,-5,192,SAT,HOU
01211020,27,775,LAS,LBB
01211025,-7,405,MDW,MCI
01211025,-8,480,SAN,SMF
01211030,-13,1164,AUS,SAN
01211030,-4,239,HOU,DAL
01211032,9,397,SMF,LAS
01211035,-7,296,LIT,DAL
01211035,6,180,RNO,OAK
01211040,-10,1011,MCO,BUF
01211040,-7,304,PHX,SAN
01211040,0,447,SFO,SAN
01211043,-16,440,DTW,STL
01211045,-16,453,TUL,HOU
01211045,21,1140,MCI,LAS
01211046,-17,1588,BNA,LAS
01211050,-5,229,DTW,MDW
01211055,-1,303,HOU,MSY
01211055,0,714,LAX,ELP
01211055,4,866,SEA,LAS
01211100,-5,347,PHX,ELP
01211100,66,520,LAS,BOI
01211105,-2,564,RNO,SEA
01211110,-11,621,PHX,SJC
01211110,-3,223,ABQ,ELP
01211110,-5,671,OAK,SEA
01211114,-3,197,LAS,ONT
01211115,-10,1020,PHX,HOU
01211115,5,248,SAT,DAL
01211120,-10,457,DTW,BNA
01211120,-5,487,MSY,TPA
01211120,11,325,OAK,BUR
01211125,5,543,PDX,OAK
01211130,-10,487,ABQ,LAS
01211130,-6,239,DAL,HOU
01211130,0,307,MDW,CLE
01211130,44,287,BOI,GEG
01211135,-2,328,ABQ,PHX
01211135,0,368,SLC,LAS
01211138,0,370,LAX,PHX
01211140,-4,443,BNA,RDU
01211140,0,258,LAS,SAN
01211145,-6,843,PHX,SAT
01211145,-7,325,BUR,OAK
01211145,6,328,PHX,ABQ
01211150,-2,189,AUS,DAL
01211150,25,491,BNA,MCI
01211154,17,397,LAS,SMF
01211155,-9,229,MDW,DTW
01211200,-13,361,ONT,OAK
01211200,0,324,DAL,AMA
01211200,15,371,OAK,SNA
01211205,-10,325,BUR,OAK
01211205,-8,223,ELP,ABQ
01211205,7,347,PHX,ELP
01211207,19,423,OMA,MDW
01211210,-12,237,STL,MCI
01211210,-4,670,BNA,HOU
01211210,8,325,ONT,PHX
01211212,0,1235,HOU,LAS
01211215,-2,251,STL,MDW
01211215,0,1671,LAX,MSY
01211215,5,389,SMF,ONT
01211218,15,663,BWI,JAX
01211220,0,187,HOU,CRP
01211220,9,377,BWI,MHT
01211225,-20,714,ELP,LAX
01211225,-27,1797,BNA,LAX
01211230,-1,569,SJC,PDX
01211230,-5,239,HOU,DAL
01211230,0,236,LAX,LAS
01211232,-7,447,SAN,SFO
01211235,-8,989,MDW,MCO
01211235,0,370,LAX,PHX
01211240,-1,1072,MCI,MCO
01211240,-3,148,AUS,HOU
01211240,0,479,PDX,SMF
01211240,32,842,PVD,MDW
01211245,-5,192,HOU,SAT
01211245,-7,487,MSY,TPA
01211250,-2,562,ELP,DAL
01211252,17,423,MDW,OMA
01211300,-10,361,ONT,OAK
01211300,-5,276,HRL,HOU
01211308,16,308,SJC,LAX
01211310,-3,319,MAF,DAL
01211311,-7,590,SLC,LAX
01211312,8,632,MDW,RDU
01211315,-10,453,TUL,HOU
01211315,-5,367,SAN,TUS
01211317,19,370,PHX,LAX
01211317,4,370,LAX,PHX
01211320,19,178,MCO,FLL
01211320,8,507,PHX,SLC
01211325,-10,1020,PHX,HOU
01211325,-5,345,LAS,RNO
01211325,18,333,SJC,ONT
01211330,-12,419,OKC,HOU
01211330,-7,370,PHX,LAX
01211331,5,487,MSY,TPA
01211335,0,224,SEA,GEG
01211335,6,588,BWI,BNA
01211340,-3,197,LAS,ONT
01211340,2,689,SLC,SEA
01211343,10,325,OAK,BUR
01211345,-2,1090,AUS,LAS
01211346,65,344,BOI,PDX
01211348,10,197,TPA,FLL
01211350,19,550,MCO,MSY
01211352,11,361,ONT,OAK
01211355,0,1489,OAK,MCI
01211355,3,248,SAT,DAL
01211358,9,335,RNO,BOI
01211400,-4,361,OAK,ONT
01211400,7,377,MHT,BWI
01211402,8,358,BUR,SMF
01211405,-3,872,AUS,PHX
01211405,2,304,PHX,SAN
01211409,139,1363,MCI,LAX
01211410,-15,407,LAS,OAK
01211410,13,511,OAK,BOI
01211413,12,332,ABQ,MAF
01211415,0,371,SNA,OAK
01211415,0,457,BNA,DTW
01211420,-10,251,MDW,STL
01211420,-4,324,DAL,AMA
01211420,24,1301,MSY,PHX
01211423,43,611,BWI,MDW
01211425,0,405,MCI,MDW
01211430,-10,239,DAL,HOU
01211430,14,284,MDW,CMH
01211430,3,358,SMF,BUR
01211435,-25,351,STL,TUL
01211435,-7,389,ONT,SMF
01211435,8,181,OKC,DAL
01211439,41,390,RNO,LAX
01211440,10,621,PHX,SJC
01211440,3,304,SAN,PHX
01211445,-15,697,SJC,SEA
01211445,-3,239,HOU,DAL
01211450,-10,1009,PHX,PDX
01211450,-5,229,STL,IND
01211454,-4,417,SAN,SJC
01211455,-3,405,MCI,MDW
01211455,9,758,BNA,PBI
01211500,-10,319,MAF,DAL
01211500,-6,628,ABQ,SAN
01211500,0,239,DAL,HOU
01211500,6,223,LAS,BUR
01211505,2,550,MSY,MCO
01211510,-2,178,MCO,FLL
01211510,1,296,LIT,DAL
01211513,4,328,ABQ,PHX
01211515,-10,347,ELP,PHX
01211515,20,279,GEG,PDX
01211516,7,293,LBB,DAL
01211520,0,453,HOU,TUL
01211520,64,842,BWI,TPA
01211523,8,446,SAN,OAK
01211525,-14,666,MDW,JAN
01211527,34,342,SJC,SNA
01211530,-27,1156,STL,SLC
01211532,15,377,BWI,MHT
01211534,18,373,SMF,LAX
01211535,14,447,SAN,SFO
01211536,51,1034,ISP,TPA
01211539,-6,337,LAX,OAK
01211540,-3,419,HOU,OKC
01211542,9,515,IND,BWI
01211545,-1,303,HOU,MSY
01211545,3,181,DAL,OKC
01211545,6,217,DAL,IAH
01211550,102,682,BWI,BHM
01211550,39,284,CMH,MDW
01211553,25,1044,PHX,MCI
01211555,1,237,DAL,TUL
01211555,80,677,LAX,ABQ
01211558,7,223,BUR,LAS
01211600,-5,192,HOU,SAT
01211600,15,371,OAK,SNA
01211605,-13,663,JAX,BWI
01211605,1,337,OAK,LAX
01211610,-5,972,TPA,SAT
01211610,10,479,PDX,SMF
01211614,12,451,LAX,TUS
01211615,-19,1987,LAS,BUF
01211617,22,370,PHX,LAX
01211620,-10,1363,MCI,LAX
01211620,5,236,LAS,LAX
01211620,8,229,DTW,MDW
01211622,32,318,FLL,JAX
01211624,-2,670,HOU,BNA
01211625,10,308,SJC,LAX
01211625,8,192,SAT,HOU
01211630,-10,178,FLL,MCO
01211630,-13,337,LAX,OAK
01211630,44,507,PHX,SLC
01211635,-10,718,MCI,ABQ
01211636,17,345,LAS,RNO
01211637,2,180,OAK,RNO
01211642,14,570,MDW,BHM
01211643,9,288,ALB,BWI
01211645,33,1020,HOU,PHX
01211645,5,324,AMA,DAL
01211650,-11,636,ELP,SAN
01211650,25,883,PBI,BWI
01211650,72,520,BOI,LAS
01211655,-18,651,PHX,SFO
01211658,8,181,OKC,DAL
01211700,-9,223,TUL,MCI
01211704,94,255,BWI,RDU
01211705,-5,1156,SLC,STL
01211708,14,325,OAK,BUR
01211710,-8,237,TUL,DAL
01211710,4,217,IAH,DAL
01211710,5,307,MDW,CLE
01211714,2,647,SMF,PHX
01211715,-14,342,STL,OMA
01211715,0,718,ABQ,MCI
01211715,4,224,GEG,SEA
01211718,-1,256,LAS,PHX
01211720,-5,520,LAS,BOI
01211720,44,220,BWI,ISP
01211721,12,295,ELP,LBB
01211725,-1,313,OKC,MCI
01211725,0,457,DTW,BNA
01211728,3,187,HOU,CRP
01211730,-2,220,ISP,BWI
01211730,21,236,LAX,LAS
01211732,32,543,PDX,OAK
01211735,0,880,STL,MCO
01211735,33,2106,BWI,LAS
01211740,0,587,JAN,MCO
01211740,23,934,ABQ,STL
01211745,-3,1521,LAS,MDW
01211745,-3,197,FLL,TPA
01211747,8,295,LBB,ELP
01211750,-5,389,ONT,SMF
01211750,35,390,LAX,RNO
01211752,17,239,DAL,HOU
01211755,-1,304,PHX,SAN
01211755,0,237,DAL,TUL
01211759,13,358,SMF,BUR
01211800,-10,646,PHX,OAK
01211800,26,361,OAK,ONT
01211800,7,271,MDW,SDF
01211805,-22,1162,AUS,RDU
01211805,10,189,DAL,AUS
01211805,40,967,BWI,MCI
01211806,15,361,ONT,OAK
01211810,0,294,AUS,MAF
01211810,13,446,OAK,SAN
01211815,-15,1037,OMA,PHX
01211815,-6,588,SLC,OAK
01211816,48,373,LAX,SMF
01211819,-7,1506,PHX,SDF
01211820,0,369,PHX,BUR
01211820,18,370,PHX,LAX
01211825,-2,289,LBB,ABQ
01211825,-4,1442,MCI,SMF
01211829,-18,254,SDF,STL
01211830,-15,651,SFO,PHX
01211830,-8,237,DAL,TUL
01211830,32,337,OAK,LAX
01211832,27,177,BHM,BNA
01211835,-10,407,LAS,OAK
01211835,2,239,DAL,HOU
01211835,40,321,MSY,BHM
01211840,-5,345,LAS,RNO
01211842,17,460,BHM,TPA
01211845,0,217,DAL,IAH
01211845,2,480,SMF,SAN
01211846,15,670,HOU,BNA
01211849,36,108,PVD,ISP
01211850,28,1591,LAS,IND
01211853,60,1497,ABQ,TPA
01211857,45,197,LAS,ONT
01211900,-6,487,LAS,ABQ
01211900,20,1072,MCI,MCO
01211901,77,443,RDU,BNA
01211905,-18,829,TPA,CMH
01211905,23,1073,PVD,MCO
01211908,100,842,PVD,MDW
01211909,4,223,MCI,TUL
01211910,30,377,MHT,BWI
01211910,57,371,OAK,SNA
01211915,13,345,RNO,LAS
01211918,23,256,LAS,PHX
01211920,-7,181,OKC,DAL
01211920,47,283,BDL,BWI
01211925,-7,256,LAS,PHX
01211925,10,1140,LAS,MCI
01211929,40,142,PBI,MCO
01211930,-7,1090,LAS,AUS
01211930,40,281,BWI,BUF
01211930,54,670,BNA,HOU
01211933,32,611,BWI,MDW
01211935,-3,1444,PHX,MDW
01211935,7,236,LAX,LAS
01211935,7,318,JAX,FLL
01211939,25,323,BHM,SDF
01211940,-25,651,PHX,SFO
01211940,-8,296,LIT,DAL
01211941,31,325,OAK,BUR
01211943,9,417,SAN,SJC
01211945,-5,993,AUS,MCO
01211945,5,587,RDU,TPA
01211945,7,419,HOU,OKC
01211950,-12,407,OAK,LAS
01211950,19,937,HOU,MDW
01211953,28,371,OAK,SNA
01211955,0,303,HOU,MSY
01211957,9,333,SJC,ONT
01212000,-10,337,LAX,OAK
01212000,42,328,BWI,PVD
01212003,155,842,BWI,TPA
01212006,26,444,RNO,PDX
01212010,-12,229,DTW,MDW
01212010,22,288,ALB,BWI
01212010,55,677,ABQ,LAX
01212015,-1,1069,SAT,LAS
01212015,4,248,SAT,DAL
01212020,-4,399,BOI,SEA
01212020,-7,321,MSY,BHM
01212023,3,344,PDX,BOI
01212025,-3,359,HOU,JAN
01212026,81,347,PHX,ELP
01212029,38,174,PBI,TPA
01212030,0,1262,STL,PHX
01212030,2,361,OAK,ONT
01212033,2,417,SAN,SJC
01212035,-10,251,MDW,STL
01212036,10,443,RDU,BNA
01212040,-5,1262,PHX,STL
01212041,-6,671,OAK,SEA
01212042,7,358,BUR,SMF
01212045,11,337,OAK,LAX
01212045,5,303,HOU,MSY
01212050,-12,480,SAN,SMF
01212050,-5,248,DAL,SAT
01212050,14,866,LAS,SEA
01212050,87,1246,BWI,HOU
01212055,1,248,SAT,DAL
01212058,5,224,GEG,SEA
01212100,-5,495,SDF,BWI
01212100,16,296,BUR,SJC
01212105,-13,397,LAS,SMF
01212105,-2,361,OAK,ONT
01212105,7,399,SEA,BOI
01212109,16,342,SNA,SJC
01212110,-3,677,ELP,HOU
01212110,13,386,LAS,SJC
01212115,-7,281,BWI,BUF
01212115,10,361,ONT,OAK
01212120,4,325,ONT,PHX
01212120,5,258,LAS,SAN
01212125,37,318,JAX,FLL
01212130,-18,687,STL,HOU
01212130,5,487,TPA,MSY
01212132,-5,304,SAN,PHX
01212135,-7,358,BUR,SMF
01212135,25,371,SNA,OAK
01212140,12,611,BWI,MDW
01212140,13,239,DAL,HOU
01212143,26,148,HOU,AUS
01212145,-4,276,HOU,HRL
01212145,0,303,MSY,HOU
01212145,9,369,PHX,BUR
01212150,-15,646,PHX,OAK
01212150,20,288,BWI,ALB
01212155,-2,397,SMF,LAS
01212157,27,337,OAK,LAX
01212200,28,407,OAK,LAS
01212206,18,304,PHX,SAN
01212210,0,283,BWI,BDL
01212216,5,670,BNA,HOU
01212224,85,842,BWI,TPA
01212230,25,256,LAS,PHX
01212242,23,528,AUS,ELP
01212245,0,236,LAS,LAX
01212255,107,756,BNA,AUS
01212324,168,590,LAX,SLC
01220530,-5,236,LAS,LAX
01220600,-10,405,MDW,MCI
01220600,5,236,LAS,LAX
01220610,-5,188,RNO,SJC
01220615,-2,229,MDW,DTW
01220615,-3,197,FLL,TPA
01220620,-2,621,SJC,PHX
01220624,2,239,DAL,HOU
01220625,-5,314,CLE,BWI
01220625,-8,313,MCI,OKC
01220625,2,399,SEA,BOI
01220630,-1,281,BUF,BWI
01220630,-13,670,BNA,HOU
01220630,-15,399,BOI,SEA
01220630,-4,237,STL,MCI
01220630,-4,407,OAK,LAS
01220630,-5,495,BWI,SDF
01220630,-7,148,HOU,AUS
01220630,0,236,LAX,LAS
01220630,0,370,PHX,LAX
01220630,2,562,DAL,ELP
01220630,4,239,DAL,HOU
01220630,9,872,AUS,PHX
01220635,2,671,SEA,OAK
01220640,-8,318,FLL,JAX
01220640,10,446,SAN,OAK
01220645,-1,328,PHX,ABQ
01220645,-5,777,BDL,MDW
01220645,2,550,MSY,MCO
01220645,3,647,SMF,PHX
01220650,4,328,PVD,BWI
01220655,-10,1797,LAX,BNA
01220655,10,967,MCI,BWI
01220700,-10,1506,SDF,PHX
01220700,-18,928,TPA,AUS
01220700,-3,303,MSY,HOU
01220700,-5,256,LAS,PHX
01220700,-5,304,PHX,SAN
01220700,0,313,OKC,MCI
01220700,2,359,HOU,JAN
01220700,6,370,LAX,PHX
01220703,5,358,BUR,SMF
01220705,-8,507,PHX,SLC
01220705,1,223,BUR,LAS
01220710,-2,251,STL,MDW
01220710,-5,1235,LAS,HOU
01220715,-12,515,IND,BWI
01220715,0,448,CLE,BNA
01220715,5,236,LAS,LAX
01220720,-1,451,LAX,TUS
01220720,1,447,SFO,SAN
01220725,-1,1076,TUL,LAS
01220725,-6,281,BUF,BWI
01220725,-7,328,PHX,ABQ
01220725,4,967,BWI,MCI
01220730,-18,673,FLL,MSY
01220730,-9,410,BHM,STL
01220730,20,1864,BWI,SLC
01220735,-13,325,BUR,OAK
01220735,-3,181,OKC,DAL
01220737,0,611,BWI,MDW
01220740,-1,587,TPA,RDU
01220740,22,1073,PVD,MCO
01220741,5,220,BWI,ISP
01220745,-5,187,HOU,CRP
01220745,0,283,BDL,BWI
01220750,-15,1363,LAX,MCI
01220750,0,108,PVD,ISP
01220755,-14,321,BHM,MSY
01220755,-2,328,BWI,PVD
01220755,0,325,ONT,PHX
01220758,7,276,HOU,HRL
01220800,-18,337,LAX,OAK
01220800,-2,671,SEA,OAK
01220800,-5,883,PBI,BWI
01220800,0,1140,MCI,LAS
01220800,5,239,HOU,DAL
01220800,5,358,BUR,SMF
01220805,-2,321,MSY,BHM
01220805,-3,447,SAN,SFO
01220810,-14,587,MCO,JAN
01220810,-5,325,BUR,OAK
01220810,28,229,MDW,DTW
01220815,-2,1999,PHX,BWI
01220815,0,324,DAL,AMA
01220815,0,937,HOU,MDW
01220820,-1,580,DAL,ABQ
01220820,-5,872,PHX,AUS
01220820,1,188,SJC,RNO
01220820,65,616,MCO,BNA
01220825,-12,1044,PHX,MCI
01220825,-5,162,MDW,IND
01220828,-10,621,PHX,SJC
01220830,-10,255,RDU,BWI
01220830,-3,440,STL,DTW
01220830,-5,370,PHX,LAX
01220835,-3,361,OAK,ONT
01220835,-5,580,ABQ,DAL
01220835,3,611,MDW,BWI
01220840,-8,180,RNO,OAK
01220840,5,325,PHX,ONT
01220842,-5,888,BWI,JAN
01220845,-2,142,MCO,PBI
01220845,-5,148,AUS,HOU
01220850,-10,328,ABQ,PHX
01220850,-4,236,LAX,LAS
01220850,2,447,SFO,SAN
01220855,-2,187,CRP,HOU
01220855,10,1142,MHT,MCO
01220855,10,737,STL,BWI
01220900,-12,544,MDW,LIT
01220900,-4,389,SMF,ONT
01220900,-8,487,TPA,MSY
01220900,0,361,OAK,ONT
01220905,-6,192,HOU,SAT
01220905,3,239,DAL,HOU
01220910,-12,410,STL,BHM
01220910,-16,570,BHM,HOU
01220910,-7,371,OAK,SNA
01220915,-16,1073,MCO,PVD
01220915,2,407,OAK,LAS
01220918,6,276,HRL,HOU
01220920,25,313,MCI,OKC
01220923,2,333,ONT,SJC
01220925,0,303,MSY,HOU
01220925,0,358,SMF,BUR
01220930,-10,513,JAX,MSY
01220930,-3,239,HOU,DAL
01220930,-8,370,PHX,LAX
01220930,13,1137,PVD,TPA
01220935,-10,325,BUR,OAK
